 1  41.5  90.0  28.5
 2  26.5  90.0  18.5
 3  21.5  90.0  13.5
 4  31.5  90.0  13.5
 5  11.5  90.0  3.5
 6  36.5  90.0  28.5
 7  36.5  90.0  18.5
 8  36.5  90.0  8.5
 9  26.5  90.0  13.5
10  31.5  90.0  8.5
11  41.5  90.0  18.5
12  36.5  90.0  3.5
13  21.5  90.0  8.5
14  31.5  90.0  18.5
15  16.5  90.0  3.5
16  41.5  90.0  3.5
